grupo,customer_types,sin_tacc,event_date,reserved_at,canceled_at,checked_at,anticipacion_min,status,customer_id
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-01,2026-07-01 08:56:21.405000-03:00,,2026-07-01 12:20:38.900000-03:00,204.29158333333334,used,208
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-01,2026-07-01 08:50:56.290000-03:00,,2026-07-01 12:20:42.499000-03:00,209.77015,used,209
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-01,2026-07-01 08:02:05.582000-03:00,,2026-07-01 13:18:28.952000-03:00,316.3895,used,719
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-01,2026-07-01 08:06:00.981000-03:00,,2026-07-01 13:19:16.629000-03:00,313.2608,used,721
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-01,2026-07-01 08:09:38.862000-03:00,,2026-07-01 13:19:20.978000-03:00,309.7019333333334,used,722
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-22,2026-07-22 09:10:39.214000-03:00,,2026-07-22 12:13:06.973000-03:00,182.46265,used,4587
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-22,2026-07-22 08:34:37.179000-03:00,,2026-07-22 12:13:44.137000-03:00,219.11596666666668,used,4588
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-22,2026-07-22 08:25:30.115000-03:00,,2026-07-22 13:06:16.130000-03:00,280.76691666666665,used,4786
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-22,2026-07-22 09:15:00.900000-03:00,,2026-07-22 13:06:18.785000-03:00,231.29808333333332,used,4787
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-27,2026-07-27 10:51:29.453000-03:00,,2026-07-27 13:04:15.742000-03:00,132.77148333333332,used,6701
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-29,2026-07-29 09:50:40.144000-03:00,,2026-07-29 12:07:12.621000-03:00,136.54128333333335,used,7967
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-29,2026-07-29 08:36:28.650000-03:00,,2026-07-29 12:07:15.003000-03:00,210.77255,used,7968
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-29,2026-07-29 10:07:27.276000-03:00,,2026-07-29 12:07:31.091000-03:00,120.06358333333333,used,7969
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-29,2026-07-29 08:43:07.531000-03:00,,2026-07-29 12:07:35.776000-03:00,204.47075,used,7970
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-30,2026-07-30 09:16:43.274000-03:00,,2026-07-30 12:11:28.217000-03:00,174.74904999999998,used,8756
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-07-31,2026-07-31 08:04:12.150000-03:00,,2026-07-31 13:11:06.524000-03:00,306.9062333333333,used,9955
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-08-05,2026-08-05 10:48:07.456000-03:00,,2026-08-05 12:23:32.588000-03:00,95.41886666666666,used,12752
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-08-05,2026-08-05 12:29:52.854000-03:00,,2026-08-05 12:31:35.233000-03:00,1.7063166666666667,used,12818
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-08-05,2026-08-05 12:28:15.988000-03:00,,2026-08-05 12:31:39.441000-03:00,3.3908833333333335,used,12819
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-08-10,2026-08-10 09:07:16.362000-03:00,,2026-08-10 12:35:07.341000-03:00,207.84965,used,16357
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-08-10,2026-08-10 09:09:33.691000-03:00,,2026-08-10 13:44:57.229000-03:00,275.39230000000003,used,17196
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-08-24,2026-08-24 08:29:44.288000-03:00,,2026-08-24 12:19:47.413000-03:00,230.05208333333334,used,27053
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-08-31,2026-08-31 08:47:01.549000-03:00,,2026-08-31 12:54:43.982000-03:00,247.70721666666668,used,32184
Estudiantes,Estudiante Preuniversitario Monserrat,False,2026-09-01,2026-09-01 10:07:03.634000-03:00,,2026-09-01 13:51:50.988000-03:00,224.78923333333333,used,34253
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:13:05.969000-03:00,,2026-07-01 12:01:04.363000-03:00,227.97323333333333,used,3
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:48:05.199000-03:00,,2026-07-01 12:01:07.680000-03:00,193.04135,used,4
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 09:07:38.151000-03:00,,2026-07-01 12:01:08.532000-03:00,173.50635,used,5
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:12:20.773000-03:00,,2026-07-01 12:01:28.814000-03:00,229.13401666666667,used,8
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:04:02.642000-03:00,,2026-07-01 12:01:32.898000-03:00,237.50426666666667,used,10
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:00:29.997000-03:00,,2026-07-01 12:01:38.232000-03:00,241.13725000000002,used,12
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:00:54.547000-03:00,,2026-07-01 12:01:41.562000-03:00,240.78358333333333,used,13
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:10:34.779000-03:00,,2026-07-01 12:01:43.971000-03:00,231.1532,used,14
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:08:19.367000-03:00,,2026-07-01 12:01:46.458000-03:00,233.45151666666666,used,15
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 10:58:25.615000-03:00,,2026-07-01 12:02:21.662000-03:00,63.93411666666667,used,16
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:44:15.539000-03:00,,2026-07-01 12:02:26.826000-03:00,198.18811666666667,used,17
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:03:02.116000-03:00,,2026-07-01 12:02:36.608000-03:00,239.57486666666668,used,18
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 09:15:39.189000-03:00,,2026-07-01 12:02:44.261000-03:00,167.08453333333333,used,21
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 10:50:23.860000-03:00,,2026-07-01 12:02:50.780000-03:00,72.44866666666667,used,23
